"student_id","sleep_hours","motivation_level","physical_activity","learning_desabilities","gender","exam_score","attendance","tutoring_sessions","teacher_quality","school_type","distance_from_home","previous_scores","parental_involvement","family_income","parental_education_level","hours_studied","access_to_resources","extraurricular_activities","internet_access","peer_influence"
1098,8,"Low",1,"No","Female",61,67,2,"Medium","Public","Moderate",58,"High","Medium","Postgraduate",8,"Medium","Yes","Yes","Positive"
6307,8,"Medium",3,"No","Female",61,65,1,"Medium","Public","Moderate",51,"Medium","High","High School",15,"Low","Yes","Yes","Positive"
5006,8,"Low",3,"No","Male",61,67,1,"Medium","Public","Moderate",65,"Medium","High","High School",12,"Medium","Yes","Yes","Neutral"
1064,6,"Low",3,"No","Male",61,68,1,"Medium","Public","Moderate",96,"Low","High","College",10,"Medium","No","Yes","Neutral"
4962,7,"Low",3,"No","Male",61,70,0,"Medium","Public","Moderate",53,"Medium","Medium","High School",14,"High","Yes","Yes","Negative"
34,5,"Medium",3,"No","Female",61,60,2,"Medium","Public",NULL,50,"High","Medium","College",14,"Medium","No","Yes","Neutral"
4932,6,"Low",2,"No","Female",61,74,1,"High","Private","Near",66,"Medium","Low","High School",7,"Medium","Yes","Yes","Positive"
4892,10,"Low",3,"No","Male",61,63,2,"High","Public","Moderate",73,"Medium","Low","Postgraduate",13,"Medium","No","Yes","Negative"
5060,7,"Medium",3,"No","Male",61,68,0,"Medium","Public","Moderate",63,"Medium","Low","High School",17,"Medium","Yes","No","Neutral"
5064,9,"Low",2,"No","Male",61,67,0,"Medium","Private","Moderate",57,"High","Low","College",12,"Medium","Yes","Yes","Positive"
4867,6,"Low",3,"No","Female",61,64,0,"Low","Public","Moderate",51,"Low","High","College",21,"High","Yes","Yes","Negative"
4851,6,"Medium",2,"No","Male",61,69,0,"High","Public","Moderate",99,"Medium","Medium","High School",4,"High","Yes","Yes","Neutral"
4847,9,"Low",3,"No","Female",61,69,1,"High","Private","Near",82,"Low","Medium","Postgraduate",7,"Medium","No","Yes","Positive"
4803,8,"Low",4,"No","Male",61,63,4,"Medium","Public","Moderate",56,"Medium","Medium","College",12,"Medium","No","Yes","Positive"
4748,7,"Medium",1,"No","Female",61,60,1,"Medium","Private","Near",95,"Low","Low","High School",13,"High","Yes","Yes","Positive"
4711,10,"Medium",2,"No","Male",61,68,2,"Low","Public","Moderate",64,"Medium","High","High School",16,"Low","Yes","Yes","Negative"
1042,8,"Medium",2,"No","Male",61,68,0,"Medium","Public","Near",53,"Low","Low","College",17,"High","No","Yes","Neutral"
4692,6,"Medium",3,"No","Female",61,67,0,"Medium","Private","Moderate",61,"Medium","Low","High School",21,"Low","No","Yes","Positive"
986,10,"Medium",2,"No","Female",61,70,1,"Medium","Public","Far",78,"High","Low","High School",13,"Medium","No","Yes","Negative"
911,7,"Low",4,"No","Male",61,71,2,"Medium","Public","Near",61,"Low","Low","College",18,"Low","Yes","Yes","Negative"
4591,5,"Low",2,"No","Female",61,67,1,"Medium","Public","Near",56,"Medium","Low","College",16,"Medium","Yes","Yes","Negative"
4589,6,"Medium",3,"No","Female",61,67,0,"Medium","Public","Moderate",62,"Low","Medium","College",17,"Medium","Yes","Yes","Neutral"
2,8,"Low",4,"No","Female",61,64,2,"Medium","Public","Moderate",59,"Low","Medium","College",19,"Medium","No","Yes","Negative"
4527,5,"Low",4,"No","Male",61,76,0,"Medium","Public","Near",71,"Medium","Medium","High School",12,"Low","Yes","Yes","Negative"
4503,6,"Medium",4,"No","Female",61,67,1,"High","Public","Near",65,"Medium","Medium","High School",10,"Medium","Yes","Yes","Negative"
4466,7,"Medium",3,"No","Female",61,68,1,"Low","Private","Moderate",60,"Low","Medium","College",13,"High","No","Yes","Positive"
4397,5,"High",4,"No","Female",61,61,0,"High","Public","Near",59,"Medium","Low","High School",15,"Medium","No","Yes","Neutral"
4393,6,"Medium",3,"No","Male",61,65,2,"Medium","Public","Far",63,"Low","Medium","High School",22,"Medium","No","No","Neutral"
147,6,"Medium",4,"No","Male",61,65,0,"Medium","Private","Near",99,"Low","Low","High School",13,"High","No","Yes","Negative"
4327,6,"Medium",3,"No","Male",61,63,2,"Low","Public","Near",57,"Low","Low","Postgraduate",16,"Medium","Yes","Yes","Neutral"
4325,9,"Medium",2,"No","Female",61,65,1,"Medium","Public","Near",65,"Medium","Low","College",15,"Medium","No","Yes","Neutral"
4315,6,"Low",3,"Yes","Male",61,66,1,"High","Public","Far",68,"High","Medium","High School",18,"Medium","Yes","No","Positive"
4243,9,"Medium",3,"No","Female",61,63,0,"Medium","Private","Moderate",92,"Medium","Low","College",16,"Low","No","Yes","Positive"
4236,8,"Medium",3,"Yes","Male",61,70,0,"Medium","Private","Near",78,"Medium","Low","High School",13,"High","Yes","Yes","Negative"
4221,5,"Medium",2,"No","Male",61,71,1,"Medium","Public","Moderate",85,"Medium","Low","High School",6,"High","Yes","Yes","Positive"
4208,8,"High",4,"No","Male",61,78,2,"Medium","Public","Moderate",54,"Medium","High","High School",3,"Medium","No","Yes","Positive"
4183,7,"Low",2,"No","Male",61,64,0,"Medium","Public","Near",89,"High","Low","High School",15,"Low","Yes","Yes","Negative"
4112,8,"Medium",2,"No","Female",61,61,1,"Medium","Public","Moderate",59,"High","Medium","Postgraduate",15,"Low","Yes","Yes","Neutral"
4078,10,"Medium",5,"No","Male",61,65,1,"High","Private","Near",74,"Medium","Medium","High School",8,"Medium","No","Yes","Positive"
4076,7,"Medium",2,"No","Male",61,70,0,"Medium","Public","Far",63,"Low","Medium","High School",21,"Low","No","Yes","Positive"
4026,7,"Medium",3,"No","Male",61,64,1,"Medium","Public","Moderate",57,"Low","High","High School",18,"Medium","Yes","Yes","Neutral"
4023,7,"Medium",3,"No","Male",61,69,1,"Medium","Private","Moderate",80,"Low","Medium","College",9,"Medium","Yes","Yes","Neutral"
4016,6,"Low",2,"No","Male",61,63,0,"Medium","Public","Moderate",94,"Medium","Medium","High School",17,"Medium","No","Yes","Negative"
3991,9,"Low",3,"No","Male",61,73,5,"Medium","Private","Moderate",58,"Medium","Low","High School",10,"Low","Yes","Yes","Negative"
3929,9,"Low",5,"Yes","Male",61,60,2,"High","Private","Near",77,"Medium","Medium","High School",13,"Medium","No","Yes","Positive"
3894,7,"Medium",3,"Yes","Male",61,77,3,"Medium","Public","Near",80,"Low","Medium","High School",9,"Low","No","Yes","Positive"
3893,8,"Medium",2,"No","Male",61,69,2,"Medium","Public","Moderate",73,"Low","Medium","High School",15,"Medium","No","Yes","Neutral"
3874,8,"Medium",2,"No","Male",61,64,2,"Medium","Public","Moderate",66,"Medium","Low","College",11,"Medium","Yes","Yes","Positive"
3820,5,"Medium",2,"No","Male",61,69,0,"High","Private","Near",70,"Medium","Medium","College",13,"Low","No","Yes","Negative"
5363,8,"Low",3,"No","Male",61,70,0,"Low","Private","Far",64,"Low","Low","High School",20,"Medium","No","Yes","Positive"
5369,6,"Medium",3,"No","Female",61,67,0,"Medium","Public","Near",59,"Medium","Medium","High School",17,"Medium","No","Yes","Negative"
5371,8,"Medium",3,"No","Male",61,61,4,"Medium","Private","Moderate",85,"Medium","Low","College",13,"Low","Yes","Yes","Neutral"
3813,7,"Medium",3,"Yes","Female",61,65,3,"Medium","Private","Near",56,"High","High","High School",15,"Low","Yes","No","Positive"
3802,8,"Medium",3,"No","Female",61,69,1,"Medium","Private","Near",97,"Low","Medium","High School",10,"Medium","No","Yes","Negative"
3775,6,"Low",2,"No","Female",61,74,3,"Medium","Private","Moderate",69,"Medium","Low",NULL,9,"Low","No","Yes","Positive"
3733,9,"Low",2,"No","Male",61,84,1,"Medium","Public","Moderate",56,"Medium","Low","High School",8,"Low","Yes","Yes","Positive"
609,5,"Medium",4,"No","Male",61,64,1,"Medium","Public","Near",73,"Medium","Medium","College",9,"Medium","No","Yes","Positive"
3712,8,"Medium",4,"No","Female",61,70,2,"High","Public","Near",55,"Low","Medium","High School",12,"Medium","Yes","Yes","Negative"
3703,8,"Medium",3,"Yes","Female",61,65,4,"Medium","Private","Moderate",52,"Low","Low","High School",15,"High","Yes","Yes","Neutral"
5412,7,"Medium",4,"No","Female",61,60,1,"Medium","Public","Near",61,"Low","Low","Postgraduate",17,"Low","Yes","Yes","Positive"
5418,5,"Medium",4,"No","Female",61,71,0,"Medium","Public","Moderate",77,"High","High","High School",8,"Medium","Yes","No","Neutral"
538,9,"Low",2,"No","Male",61,67,2,"High","Private","Near",68,"Low","Low","Postgraduate",18,"Low","Yes","Yes","Negative"
5588,5,"High",1,"No","Male",60,73,1,"High","Public","Near",97,"Low","Low","High School",4,"Medium","Yes","Yes","Negative"
802,6,"Medium",4,"No","Male",60,61,1,"High","Public","Near",58,"Low","Medium","High School",17,"Low","Yes","Yes","Neutral"
3292,8,"Medium",2,"No","Female",60,69,2,"High","Public","Near",77,"Medium","Low","College",5,"Medium","Yes","No","Negative"
2112,9,"Medium",2,"No","Female",60,61,2,"Medium","Public","Far",62,"Medium","Medium","High School",19,"Low","No","Yes","Neutral"
2103,8,"Low",3,"No","Male",60,69,0,"Medium","Private","Near",53,"Medium","High","High School",15,"Medium","Yes","No","Negative"
3285,6,"Medium",3,"No","Male",60,61,5,"Low","Public","Far",55,"High","High","High School",11,"Low","Yes","Yes","Neutral"
2723,10,"Medium",4,"No","Female",60,61,0,"Medium","Public","Moderate",62,"Low","High","College",14,"High","No","Yes","Negative"
6449,6,"Low",2,"No","Male",60,67,0,"Medium","Private","Near",99,"Medium","Medium","College",6,"Low","Yes","Yes","Neutral"
6192,8,"Medium",1,"No","Male",60,62,1,"Medium","Public","Moderate",87,"Low","Medium","High School",14,"Medium","No","Yes","Positive"
348,5,"Low",2,"No","Female",60,63,0,"High","Public","Moderate",69,"Medium","Medium","College",12,"High","Yes","Yes","Negative"
3250,6,"Low",4,"Yes","Male",60,76,0,"Medium","Public","Near",78,"Low","Medium","Postgraduate",9,"High","No","No","Negative"
5689,7,"Medium",3,"No","Male",60,73,1,"Medium","Public","Far",82,"Low","Low","High School",12,"Medium","No","No","Positive"
2561,9,"Low",3,"Yes","Male",60,67,1,"Medium","Public","Near",68,"Medium","Low","High School",14,"Medium","Yes","Yes","Neutral"
3132,6,"Medium",2,"No","Male",60,61,2,"Low","Private","Near",52,"Low","Low","Postgraduate",20,"Medium","No","Yes","Negative"
6433,8,"High",3,"Yes","Male",60,72,0,"Low","Public",NULL,55,"High","Medium","College",11,"Low","No","Yes","Neutral"
1138,6,"Medium",4,"No","Male",60,64,0,"High","Public","Near",77,"Medium","Low","High School",13,"Low","Yes","Yes","Neutral"
80,7,"Medium",3,"No","Male",60,61,1,"Medium","Public","Near",54,"Medium","High","College",8,"Medium","Yes","Yes","Positive"
4282,8,"Low",3,"No","Male",60,64,1,"Medium","Private","Moderate",75,"Medium","High","High School",11,"Medium","No","Yes","Positive"
3133,5,"Low",3,"No","Female",60,69,0,"Medium","Private","Near",65,"Medium","Medium","High School",10,"Medium","Yes","Yes","Positive"
675,9,"High",3,"Yes","Female",60,80,1,"Low","Private","Moderate",71,"Low","Low","High School",12,"Low","No","Yes","Positive"
3196,8,"Low",1,"No","Male",60,87,0,"High","Public","Moderate",71,"Low","Low","College",9,"Low","No","No","Neutral"
3177,7,"High",1,"No","Male",60,60,2,"Medium","Public","Moderate",59,"Medium","Low","College",11,"High","No","Yes","Positive"
5920,6,"Medium",0,"Yes","Female",60,70,2,"Medium","Public","Moderate",53,"Medium","Low","College",13,"Medium","Yes","Yes","Negative"
5373,9,"Medium",1,"No","Male",60,62,1,"Medium","Public","Moderate",87,"Low","Low","College",13,"Medium","Yes","Yes","Negative"
286,7,"Medium",3,"No","Female",60,73,0,"Medium","Private","Near",60,"Medium","High","High School",8,"Medium","No","No","Neutral"
5928,7,"Low",2,"No","Female",60,62,1,"Medium","Public","Moderate",50,"Low","High","High School",21,"High","Yes","No","Negative"
6355,7,"Low",4,"No","Female",60,65,3,"Medium","Public","Near",83,"Medium","Medium","High School",8,"Medium","No","Yes","Negative"
4063,7,"Medium",1,"No","Female",60,61,0,"Low","Private","Near",71,"Medium","Medium","Postgraduate",14,"Low","Yes","Yes","Neutral"
4055,7,"Low",3,"No","Male",60,65,1,"Low","Public","Near",82,"Low","Low","High School",14,"High","No","Yes","Negative"
6198,7,"Medium",4,"No","Female",60,67,0,"Medium","Public","Moderate",62,"Low","Low","High School",17,"Low","Yes","Yes","Positive"
224,7,"High",4,"Yes","Female",60,64,0,"Medium","Public","Moderate",64,"Medium","Medium","High School",10,"High","No","Yes","Positive"
6380,9,"Low",4,"No","Male",60,63,1,"Medium","Public","Near",53,"Low","Medium","High School",20,"Low","No","Yes","Positive"
2551,6,"High",3,"Yes","Male",60,85,1,"Medium","Private","Moderate",53,"Low","Low","High School",10,"Low","Yes","Yes","Neutral"
741,9,"Low",2,"No","Female",60,70,1,"Low","Public","Near",78,"Medium","Medium","High School",9,"Medium","No","Yes","Neutral"
2824,9,"Medium",2,"No","Female",60,62,1,"Medium","Private","Moderate",66,"Medium","Low","College",12,"Medium","Yes","Yes","Neutral"
1317,7,"Low",3,"No","Male",60,60,2,"Medium","Public","Moderate",89,"Medium","Medium","High School",14,"Low","Yes","Yes","Neutral"
5867,9,"Medium",1,"Yes","Female",60,72,1,"High","Public","Moderate",52,"Low","Medium","College",16,"Medium","No","Yes","Negative"
4510,4,"Medium",1,"No","Female",60,60,0,"Low","Public","Moderate",73,"Medium","Low","Postgraduate",20,"Low","Yes","Yes","Neutral"
2675,7,"Medium",2,"Yes","Female",60,61,3,"Medium","Public","Near",54,"Medium","Low","High School",14,"High","No","Yes","Positive"
3629,6,"Low",3,"No","Female",60,67,0,"Medium","Public","Near",54,"Medium","Low","High School",11,"Medium","Yes","Yes","Positive"
3606,9,"Medium",5,"No","Male",60,60,1,"High","Public","Moderate",65,"Medium","Medium","College",15,"Low","No","Yes","Negative"
6333,9,"Medium",2,"No","Female",60,74,0,"High","Public","Far",50,"Low","Low","High School",17,"Medium","No","Yes","Negative"
2407,4,"Medium",1,"No","Female",60,76,0,"Medium","Private","Near",51,"Medium","Low","High School",12,"Low","Yes","Yes","Neutral"
6388,5,"Medium",0,"Yes","Male",60,61,3,"High","Public","Near",61,"Medium","Medium","Postgraduate",11,"Medium","Yes","Yes","Neutral"
1511,8,"High",3,"Yes","Male",60,61,1,"High","Public","Far",84,"Low","Medium","Postgraduate",13,"Medium","Yes","No","Neutral"
5081,10,"Low",3,"No","Male",60,66,0,"Medium","Public","Moderate",63,"Medium","Low","High School",14,"Medium","Yes","Yes","Positive"
2831,4,"Medium",3,"No","Male",60,63,0,"Medium","Public","Near",80,"Medium","Low","College",10,"Medium","No","Yes","Positive"
6326,7,"Medium",2,"No","Male",60,65,2,"Medium","Public","Near",65,"Low","Medium","High School",12,"Medium","No","Yes","Neutral"
3563,7,"Medium",5,"No","Female",60,62,1,"Low","Public","Moderate",90,"Low","Medium","College",7,"High","No","Yes","Neutral"
2320,7,"Low",2,"Yes","Male",60,65,0,"Medium","Public","Moderate",74,"High","High","High School",13,"Medium","No","Yes","Neutral"
3552,5,"Medium",2,"No","Female",60,65,2,"High","Public","Far",62,"Medium","Medium","College",11,"Low","Yes","Yes","Neutral"
719,8,"Low",4,"No","Female",60,69,1,"Medium","Public","Near",59,"Low","Low","High School",18,"Medium","No","No","Positive"
4317,5,"Medium",2,"No","Male",60,67,0,"High","Private","Near",70,"Medium","Low","High School",13,"Low","Yes","Yes","Negative"
3538,9,"Medium",3,"No","Female",60,61,1,"Medium","Private","Moderate",52,"High","Medium","High School",15,"Low","Yes","Yes","Neutral"
2885,8,"Low",3,"No","Female",60,66,2,"High","Public","Near",84,"Low","Low","Postgraduate",4,"High","No","Yes","Neutral"
2300,7,"Low",3,"No","Female",60,70,1,"High","Public","Near",66,"Medium","Medium","High School",11,"Low","Yes","Yes","Negative"
5902,9,"High",3,"No","Male",60,61,1,"Medium","Public","Near",84,"High","Medium","College",5,"Medium","No","Yes","Neutral"
5330,4,"Low",3,"No","Male",60,63,3,"Medium","Private","Near",77,"Medium","Low","High School",10,"High","No","No","Neutral"
4967,7,"High",1,"No","Female",60,61,1,"Medium","Public","Near",85,"Low","Low","High School",14,"Medium","No","Yes","Neutral"
5522,9,"Medium",4,"Yes","Female",60,66,0,"High","Private","Near",56,"Medium","Low","College",16,"Low","No","Yes","Positive"
1746,7,"Medium",3,"No","Female",60,61,1,"Low","Public","Near",58,"Low","Medium","High School",21,"Medium","No","Yes","Negative"
1400,6,"Medium",2,"No","Male",60,61,0,"Medium","Public",NULL,81,"Medium","Medium","College",16,"Low","Yes","Yes","Negative"
5092,8,"Low",5,"No","Male",60,60,0,"Low","Public","Near",87,"Medium","Low","High School",16,"Low","No","Yes","Positive"
3478,4,"High",5,"No","Female",60,61,1,"Medium","Private","Far",76,"Low","Medium","High School",7,"High","Yes","Yes","Positive"
2212,6,"High",3,"Yes","Female",60,68,0,"High","Private","Far",67,"Low","Low","High School",24,"Low","No","No","Positive"
6487,7,"Low",1,"No","Female",60,61,1,"High","Public","Near",51,"Medium","Low","High School",19,"Medium","No","Yes","Neutral"
3001,6,"Medium",2,"No","Female",60,60,3,"High","Private","Moderate",93,"Medium","Low","High School",9,"Low","Yes","Yes","Neutral"
2204,9,"Medium",2,"Yes","Male",60,70,2,"Medium","Public","Near",53,"Low","Low","High School",12,"High","Yes","Yes","Neutral"
2657,8,"Low",4,"Yes","Female",60,62,1,"High","Public","Near",56,"Medium","Low","High School",13,"Medium","Yes","Yes","Positive"
4726,8,"Medium",2,"No","Male",60,81,1,"Medium","Public","Near",66,"Medium","Low","College",1,"Medium","Yes","Yes","Negative"
3380,4,"Low",2,"No","Female",60,61,1,"Medium","Private","Near",54,"High","Low","High School",16,"Medium","No","Yes","Neutral"
1803,6,"Low",4,"Yes","Female",60,61,0,"Medium","Public","Moderate",53,"High","High","High School",16,"Medium","Yes","Yes","Positive"
3857,8,"Medium",4,"Yes","Male",60,61,2,"Medium","Public","Moderate",92,"Low","High","High School",12,"Medium","Yes","Yes","Neutral"
6359,7,"Medium",3,"No","Male",60,64,1,"Medium","Private","Near",66,"Medium","Low","College",8,"Medium","Yes","Yes","Positive"
3372,7,"High",4,"No","Male",60,64,0,"Low","Public","Near",50,"Medium","Medium","High School",13,"Low","Yes","Yes","Positive"
17,10,"Low",3,"No","Male",60,60,0,"Medium","Private","Near",65,"Medium","High","College",14,"Low","Yes","Yes","Positive"
3086,8,"Medium",2,"Yes","Female",60,67,1,"Low","Public","Moderate",52,"Low","Medium","College",22,"Medium","No","Yes","Negative"
3059,7,"Low",2,"No","Female",59,61,2,"Medium","Public","Near",73,"Low","High","High School",13,"Low","No","Yes","Positive"
831,5,"Medium",2,"Yes","Male",59,64,3,"Medium","Private","Near",67,"Medium","Low","High School",12,"Low","No","Yes","Positive"
1513,9,"Medium",3,"Yes","Male",59,66,1,"Low","Public","Near",52,"Low","Medium","High School",16,"Medium","Yes","Yes","Negative"
